appId,title,description,genres,primaryGenre,contentRating,size,supportedVersion,released,version,price,developer,score,reviews,store,title length 
com.kenmore.airconditioner,AC,"The Kenmore Smart AC app is being merged into the Kenmore App and will no longer be available. Current users of the Kenmore Smart AC app will need to download the Kenmore App in order to continue their ability to control and maintain their Smart AC unit through a smart device.

Reasons to switch to the Kenmore App:
鈥 The Kenmore App allows users to manage all Kenmore smart products from a single app.
鈥 New to the Kenmore App is Amazon Dash Replenishment Services.
鈥 You can use the same account to login.",,LIFESTYLE,4+,1782579.2,7,08/05/2017,1.8.5,0,Sears Brands Management Corporation,2,82,google store,2
com.aludio.acorn,Acorn - find kids activities,"Acorn has everything that鈥檚 going on for kids in one app in your city. Pick from camps to festivals, pre-natal classes to soccer and lessons, to pottery classes and soft play. Plus, find kids鈥 services like party planning, music lessons or everyday information on playground opening times.

鈥 Search easily in the free-text field
鈥 Filter by date, age, interest, and location
鈥 Register to save your favorite activities
鈥 Get recommendations based on a child鈥檚 age
鈥 See what activities children of different ages can do together
鈥 Browse detailed activity listings, updated regularly
鈥 Get in touch with an activity provider
鈥 Share ideas easily with other parents and invite them to your planned activities
鈥 Rate and review activities

Acorn is now in New York, Los Angeles, Santa Fe, 鈥媋nd Albuquerque as well as London and is expanding quickly to a city near you. Tell us where you鈥檇 like to see Acorn go next!","[""Lifestyle"",""Entertainment""]",Lifestyle,4+,45537280,2,17/08/2017,2.2.2,0,Acorn Inc.,4,22,app store,28
ru.ifiwereaboy.taboo,Adult Affair Finder - Yboo,"Yboo is an app for women who are interested in dating where you can choose men depending on their ideal on beautiful date

If you like his ideas you can start chatting with him 
and then you have 24 hours before all the conversation is deleted

No one can see your profile before you click like in someone.
And if you decide that you can have a great time together you can meet.


We have strict policies about No means No, so if you didn't feel comfortable on your date or you report someone we will ban him.

For Men: Yboo is an app which allows you to create your ideal date just clicking some options and then you just have to wait to be chosen
when a woman likes your profile you can start chatting with her and arrange the meeting
then, it's up to you to have a happy ending!

鈥 Subscription to Premium account is Auto-Renewable. It allows an app to charge for features over a set amount of time.
鈥 The trial Premium account is provided for free within 7 days from the moment of subscription. 
鈥 If the subscription was not canceled within 7 days, after the trial period gets expired, a monthly payment in an amount of $11.99 USD will be charged from your account

鈥ㄢ The cost of the optional Premium subscription is: 
- $6.99 USD for 7 days
- $10.49 USD for 1 month 
- $32.99 USD for 6 months

鈥ㄢ Payment will be charged to your iTunes Account at confirmation of purchase鈥
鈥 Your subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period
鈥ㄢ Your account will be charged for renewal within 24-hours prior to the end of the current period, and identify the cost of the renewal
鈥 You can manage your subscription and switch off the auto-renewal by accessing your Account Settings after purchase鈥
鈥 You cannot cancel the current subscription during the active subscription period. 鈥
鈥 Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication, where applicable.
鈥 All personal data is handled under the terms and conditions of privacy policy: https://tabooapp.dating/terms","[""Lifestyle"",""Social Networking""]",Lifestyle,17+,23512064,4,20/11/2017,1.0.9,0,Arseniy Lavrentev,5,3720,app store,26
net.applabsinc.mysterygallery,Adult Coloring Book | COLORS,"Adult Coloring Books are a fun and addictive way to de-stress and get creative. Ours is 100% Free!

Color Me Coloring Book has 1000s of high quality pictures and images for you to color, paint, and draw on. Colorfy and recolor them any way you like. Once you're done, share them with others! 

FEATURES
- Color Therapy and Stress Relief in your pocket. Color anywhere you go! 
- Gorgeous coloring books and pages. Something for everybody.
- Categories like: Mandalas, Animals, Portraits, Flowers, Nature, Enchanted Forest, Secret Garden, Patterns, Art, Designs and many more.
- Suitable for adults, kids, family, girls, teens... everybody can enjoy the joy of coloring! 
- 100% Free! We don't hide some images behind paywalls or subscriptions. 

Come rediscover the joys of coloring with us and download Colour Me - Colouring Book for Adults!

Terms of use: http://applabsinc.net/
Privacy policy: http:/applabsinc.net/privacy","[""Lifestyle"",""Entertainment""]",Lifestyle,4+,71701504,5,29/10/2015,2.7.2,0,App Labs,4.5,8989,app store,28
com.rs.coloringForAdultsWithMyth,Adult Coloring Books with Fun Games for Adults,"#1 Magical Adult Coloring Book in the AppStore!
鈼 Feel the relaxing coloring experience in the new magical coloring book for adults!
The app has NO paid subscriptions!

Check out the incredible NEON PATTERNS palette, no other app has anything like that!
Try out the best GOLDEN GRADIENTS color palettes in the App Store!

鈼 One single inApp unlocks all pictures in the app. The app has NO paid subscriptions.
If you purchased the inApp previously you can also restore your purchase.

鈼 Stunning & unique pictures made exclusively for this App
You can choose between various categories of images: enchantresses, angels, animals, dragons, mythical creatures and much more!

鈼 You can add incredible effects, frame styles and text to your creations and also change the line color of the image.

鈼 Share your creations with others! Track the most liked images of the day, week and month.

鈼 Color palette
You can not only select the color you want, but also use existing color palettes. Swipe on the pencils to browse all available pallets, including gradients and patterns palettes.
You can also choose shade color from main color palette. Tap the pencil again to view the shades colors.

鈼 Pros
鈥 Multi color GRADIENTS
鈥 Various PATTERNS
鈥 NO Ads
鈥 NO paid renewable subscriptions
鈥 VERY easy to use
鈥 ZOOM to color small details
鈥 LARGE selection of pictures to color
鈥 PLEASANT animations
鈥 Color PALETTES
鈥 SAVING images to your photo library
鈥 HD pictures
鈥 BOTH iPhone & iPad

鈼 Contact Us
Questions?
Ideas?
Bugs?

If you have any questions, found a bug or there's something you'd like to see in a future update, send an email to mail@rsios.com","[""Lifestyle"",""Games"",""Family"",""Music""]",Lifestyle,4+,92300288,7,31/03/2017,9.5,0,ROMAN SAFRONOV,5,166,app store,46
com.Jinge.Adult-Emojis2,Adult Emojis Smiley Face Text,"* Express yourself with any emoji you want in this Totally FREE App!
* All emojis are FREE!!!

You can always find an emoji to express your mind in this app. We provide 1000+ emojis included in Naughty, Funny, Love, Games, Dirty, Mood etc. You can copy & share these emojis to friends via iMessage, Mail, Twitter, Facebook ....... 

You won't believe how powerful this emoji app is until you download and use it!","[""Lifestyle"",""Utilities""]",Lifestyle,17+,76610560,5,10/09/2016,2.2,0,Hena Sun,4.5,12847,app store,29
io.aira.smart,Aira,"Aira is a visual information service that has been specially designed for people who are blind or low vision. Through augmented reality and artificial intelligence, Aira instantly connects you to a highly-trained, sighted agent that鈥檚 dedicated to enhancing your everyday experience. 

鈥撯 Key Features 鈥撯
- Can be used on just your phone, or for an enhanced hands-free experience, use the app with a pair of Aira Smart Glasses
- Connect to an Aira Agent in under 10 seconds 
- Achieve enhanced efficiency for completing tasks with access to visual information
- Sign up as a Guest to use the service in specific Aira Access locations such as partner airports or venues 
- A range of plans to choose from: choose the one that鈥檚 right for your lifestyle
- Plans include cost of data, equipment, equipment insurance, and your monthly minute package
- Organize and locate rides easily by linking your Uber / Lyft accounts to your Aira account 
- Access free minutes in a growing network of locations around the country (and soon the world)
- Join a supportive and inspiring community of Aira Explorers

鈥撯 Aira at home 鈥撯
Sort mail and medications
Color match clothes
Read mom's recipe
Interpret Captcha code
Manage computer tasks
Separate laundry
Read to a child

鈥撯 Aira at school 鈥撯
Roam the campus
Locate a stadium seat
Lay out an outfit
Select cafeteria items
Read a whiteboard
Read inaccessible print handouts 
Find a vacant library cubicle

鈥撯 Aira at work 鈥撯
Locate the elevator
Navigate the site
Interpret presentation slides
Operate office equipment
Find an office or cubicle
Sort mail and papers

鈥撯 Aira on the go 鈥撯
Explore your city
Go for a hike
Enjoy the park or zoo
Travel with confidence
Find available gym equipment
Roam historic sites
Check out a museum

鈥撯 Questions? 鈥撯
Ready to explore but need to know more? Connect with us and start the conversation today.
Phone: 	+1 800 835 1934
Web: 	aira.io

鈥撯 Thank you 鈥撯
To ensure the best service possible, we鈥檙e always updating the Aira app with new features and functionality, so make sure you鈥檙e running the latest version.","[""Lifestyle"",""Navigation""]",Lifestyle,4+,125704192,3,20/09/2016,2.17.9,0,Aira Tech Corp,4,35,app store,4
com.ajeer.production,Ajeer 兀噩賷乇,"賴賱 鬲毓亘鬲 賲賳 丕賱亘丨孬 毓賳 毓賲丕賱 賱氐賷丕賳丞 賲賳夭賱賰 責 鬲胤亘賷賯 丌噩賷乇 賷賯賵賲 亘賲爻丕毓丿鬲賰 毓賱賶 氐賷丕賳丞 賲賳夭賱賰 賰丕賲賱丕 賲賳 禺賱丕賱 卮丕卮丞 噩賵丕賱賰  丿賵賳 丕賱丨丕噩丞 丕賱賷 丕賱亘丨孬 毓賳 丕賱毓賲丕賱丞 賵 賳賯丿賲 賱賰 鬲賯賷賷賲 丕賱毓丕賲賱 賲毓 丕賱鬲毓賱賷賯丕鬲 丕賱爻丕亘賯丞 賱鬲囟賲賳 氐賷丕賳丞 爻賱賷賲丞 賱賲賳夭賱賰 賵 丕賱廿胤卅賲賳丕賳 丌賷囟丕 貙 賰賱 賴匕丕 賲噩丕賳丕 丿賵賳 丕賱丨丕噩丞 賱丿賮毓 毓賲賵賱丕鬲 賱賱鬲胤亘賷賯 賵 賮賯胤 毓賱賷賰 丿賮毓 丌噩乇丞 賷丿 丕賱毓丕賲賱 毓賳丿 丕賱廿賳鬲賴丕亍

Ajeer (in Arabic: 兀噩賷乇) it is the new way to get quality handymen and service provider for your home or facility where users (requestor) can order quality home maintenance services with few clicks on the app.","[""Lifestyle"",""Social Networking""]",Lifestyle,4+,51304448,4,14/04/2016,3.1.0,0,Faisal Alzahrani,4.5,64,app store,10
com.pitashi.audiojoy.alanoncompanion,Alanon Audio Companion,"Listen to Al-Anon audio stories, speaker tapes from the meetings, the Living Sober Companion book and more so you can learn how to deal with someone who has an addiction. You must know what an addictive lifestyle can tear down one鈥檚 self-esteem, dreams, relationships and mindset. However, you don鈥檛 need to let that happen to your life because of someone else鈥檚 addictive lifestyle. Al-Anon can help. 

You can also use the ALANON Audio Companion for Al-Anon Family Services PRO app. With this, you get to listen to hours of hand-selected audio content including alanon speaker tapes, AA Big Book, 12 traditions and steps and a lot more family-beneficial content. With the pro version of this app, you get lifetime access to more than 300 hours for just one low price. That will also bring you new features and content each month. 

HELP FOR YOURSELF: Are you unsure of how to deal with a loved one鈥檚 addictive lifestyle? Are you at a loss for what you should be doing? Maybe, all you can think about is helping them to see that they need treatment but in the meantime, you have lost complete sight of who you are and what your dreams are as well. Now, it is time to help yourself. You won鈥檛 be able to help them if you aren鈥檛 helping yourself first. This app is going to help you figure out what you should be doing for 鈥測ou鈥 and then, what you can do with their situation. 

COMPANIONSHIP AND COMMUNITY: If you have a loved one who is an addict, you may feel very alone. It might seem like nobody else understands. However, there are millions of others around the world who get what you are going through. There are millions of people who have a story to tell about what they have seen with their addicted loved one and what they have done about it. With this app, you get a great sense of companionship and community which can help you regain your sanity.  

LEARN FROM OTHERS IN YOUR POSITION: Sometimes it can be difficult knowing what to say or do with the alcoholic from your life. You may feel like you are always saying or doing the wrong things, even when you aren鈥檛. It might be tough not to enable them. However, you can change the way you feel. The person鈥檚 addiction isn鈥檛 your fault. If you get this app, you can learn from others in your position. You can learn how to handle certain situations that you might face with someone who lives an addictive lifestyle. 

HOLD ONTO YOUR SANITY: Having an alcohol addict in the family or as a friend can be excruciating. Everything you do may see wrong or off in some way. People with substances abuse issues have a way of manipulating so they can keep drinking. They may not see it as anything they are doing wrong but what everyone else is doing to them. This can cause you to lose your sanity if you aren鈥檛 careful. Let the stories and other tools from this app help you so you can hold onto your own sanity. 

FEATURES:
+ 1000+ audio tracks, 100+ hours of content
+ Listen when offline
+ Build a playlist of the tracks you want to hear
+ Sleep and meditation timer
+ Looping relaxation and meditation sounds (over 2.4 million combinations)
+ Daily inspiration notifications with powerful artwork to keep you motivated

CONTENT INCLUDED:
Here are samples of the audio content you will discover throughout this app:

+ Al-Anon Personal Audio Stories of Recovery
+ Having Relationships Workshop in AA & Al-Anon by Keith and Sue D.
+ History of Al-Anon and Steps Workshop by Vannoy S.
+ Making Choices in Recovery Workshop by Larcine G.
+ Practicing Traditions in All Our Relationships Workshop by Ellen C.
+ Understanding the 12 Steps, Sponsorship and Spirituality Workshop by Blanche M.
+ Daily Readings and Reflections from the AA Big Book
+ History of Alcoholics Anonymous and Recovery Beginnings
+ Inspiring Personal Stories of Sobriety & Recovery
+ Motivation & Inspirational Speeches for Life Success, Happiness and Personal Power","[""Lifestyle""]",Lifestyle,17+,26377216,5,30/12/2015,3.6.2,9.99,Pitashi! Mobile Imagination.,5,52,app store,22
com.pitashi.readradio.alanonspeakers,"Al-Anon Speaker Tapes for Alanon, Alateen 12 Steps","Al-Anon Speaker Tapes - Audio
-------------------
Listen to 100 hand selected and high quality AL-ANON speaker recordings from Alanon Family Group meetings around the world -- 100% Satisfaction Guarantee - contact us with any issues and we'll resolve them or refund your money.
--------------------

NOTE: You get 12 speakers and much more Al-Anon & AA audio content for free. Unlock and download hundreds more hours of amazing Alanon & AA recovery content from within the app!

* Alanon Personal Stories of Recovery
* 12 Steps & 12 Traditions
* Al-Anon Big Book Workshops
* Daily Readings & Reflections
* How to Live Sober
* Alcoholics Anonymous Speaker Tapes
* Sober Meditations and Prayers

And much more... over 180 hours of recovery audio content!
--------------------

This app is not affiliated, endorsed or otherwise approved by AL-ANON or Al-Anon Family Group World Services. Original text content is copyright its respective owner.
--------

We offer auto-renewing subscriptions as well a one-time unlock fee via in-app purchase. Details about our subscriptions for Audiojoy content are:

* 1 Month (auto renews every month) for $3.99
* 3 Month (auto renews every 3 months) for $6.99
* Payment will be charged to iTunes Account at confirmation of purchase
* Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period
* No cancellation of the current subscription is allowed during active subscription period
* Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication. 

Please read our privacy policy and terms of use: http://audiojoy.co/terms","[""Lifestyle""]",Lifestyle,17+,24255488,5,27/08/2015,3.6.1,0,Pitashi! Mobile Imagination.,5,958,app store,50
droom.sleepIfUCanFree,Alarmy - Alarm clock,"鈻 ""World's Most Annoying Alarm App, featured by Cnet, Gizmodo,Huffington post etc."" 
鈻 #1 in the category in 80 countries, including Germany, France, and South Korea. (Appstore)
鈻 Features ""Photo Mode"" (Get out of bed and take a picture of registered place to turn off alarm) 
鈻 Also support ""Shake Mode"" (To turn off alarm, shake your phone), ""Math problem mode"" (To turn off alarm, solve the math problem) and ""Memorize Game mode""
鈻 No more late mornings for you

鈻 How to turn off the alarm ? (Picture dismiss mode)
- Register a place where you want to turn off the alarm. 
- When alarm starts ringing, you will have to go to the registered place and take a picture.
e.g.) If bathroom is the registered place, wake up and take a picture of the bathroom.

鈻 Tip
- good place to register : bathroom sink, front door, shelf, desk, specific object, far from bed
- bad place to register : brightness changes frequently, close to your bed, cealing, floor
- If the currently registered alarm picture is too easy or too difficult to turn off, please register a new place :)

Alarmy (Sleep If U Can) is the innovative solution for those who just can鈥檛 seem to get up on time, even with an alarm clock. This app has been cleverly designed to force you to get out of bed. You set it up by registering a photo of an area or room in your house. Then once the alarm is set, the ONLY way to make it stop ringing is to get out of bed and go take a photo of the registered area. 

The World鈥檚 Most Annoying Alarm 
Dubbed as 鈥渢he world鈥檚 most annoying alarm鈥, Alarmy has quickly become a favorite mobile app among users. It has been featured in Gizmodo, Cnet, and at Huffington Post, and is currently Number One in its category in 70 countries, including France, Germany, and South Korea. 

Users are truly enjoying this app and many have devised their own unique methods around the alarm鈥檚 requirements. For instance, you could register the foot of the bed as your location, then you would only need to wake up enough to take a pic of the foot of your bed and then go right back to sleep. Of course, this totally circumvents the whole purpose of the app but has become a fun pastime for many users. 

Works Better Than Other Alarm Clocks 
Other creative locations that users have come up with include the ceiling of their room, a nightstand, or the floor. If you鈥檙e more serious about really getting up on time, then how about registering the bathroom sink or an item in the kitchen? 

Though the app has sparked lots of interest and has proven to be really entertaining, it will definitely get you out of bed. If you absolutely MUST get up on time for an important appointment or job interview, then this would be the perfect solution.","[""Lifestyle"",""Utilities""]",Lifestyle,4+,182630400,4,18/10/2016,5.5,0,"Delight Room Co., Ltd.",5,42095,app store,20
com.sbts.AlbertMohler,Albert Mohler,"The Official App for R. Albert Mohler Jr., President of The Southern Baptist Theological Seminary, the flagship school of the Southern Baptist Convention and one of the largest seminaries in the world. 

The app contains instant access to Dr. Mohler's popular daily podcast ""The Briefing"", extensive interviews via ""Thinking In Public,"" as well as additional resources from the Southern Baptist Theological Seminary.   

Learn more about Dr. Mohler and the Southern Baptist Theological Seminary by visiting http://www.albertmohler.com/ or http://www.sbts.edu/","[""Lifestyle"",""News""]",Lifestyle,4+,56571904,5,25/10/2015,1.1.0,0,Southern Seminary,5,83,app store,13
com.alarm.CSG,Alert 360,"With an Alert 360 security system from Central Security Group, you can monitor and control your home or business in real-time and from anywhere - from your smart phone or device including the Apple Watch (on ios). Alert 360's interactive security, video monitoring, energy management, and automation solutions give you instant awareness and remote control for the places you care about most.

Receive real-time e-mail or text alerts for selected events like system being armed/disarmed or non-alarm events such as liquor or gun cabinets being opened, kids coming home from school, water or temperature alerts.

Note: This app requires a compatible Alert 360 system and an active service plan though Central Security Group. Feature availability varies based on system, equipment, and service plan. Visit www.centralsecuritygroup.com for more information.

Remote Features:
-Know what's happening at your home or business
-Arm or disarm your security system
-Watch live video, recorded clips or stored video
-Turn lights on or off
-Lock or unlock doors
-View images captured by Alert 360 image sensors when installed
-Raise or lower garage doors
-Utilize geoservices to operate system based on location
-And much more!","[""Lifestyle"",""Utilities""]",Lifestyle,4+,172801024,3,14/12/2015,4.9,0,"Central Security Group, Inc.",4.5,125,app store,9
com.alipay.iphoneclient,Alipay - Simplify Your Life,"Alipay is a super app designed to offer a bouquet of services to bring convenience into your everyday life. Trusted by more than 900 million global users, Alipay鈥檚 offerings span from allowing its users to make payments (send, receive, and spend money with ease), manage finances, choose a suitable insurance scheme, hail a cab or even order in from a favorite restaurant. 
Visit us on https://www.facebook.com/alipayglobal/

YOU ARE ONLY A 鈥楾OUCH鈥 AWAY- 
1. Send/Receive money from your peers;
2. Transfer money to friends or split the bill at your favorite restaurant;
3. Card free payment at millions of merchants;
4. Top up your mobile phone and pay your utility bills;
5. Place and track orders in Taobao and TMall;
6. Order food from local restaurants or book a taxi;
7. Manage your money with wealth management products;
8. Free off-site cross-bank transfer / credit card repayment and loans;
9. Scan & Pay 鈥 Scan & use the QR code to pay at your local stores;
10. Book Air/Rail/Movie Tickets, at ease;
11. Enjoy hundreds of discounts and promotions from various merchants;
12. Group account facility to manage expenses within family and friends circle;
13. Donate/Participate in walkathons along with your friends in ""Sports"" service which supports HealthKit functionality.","[""Lifestyle"",""Finance""]",Lifestyle,4+,273148928,5,15/10/2009,10.1.52,0,"Alipay.com Co.,Ltd",3,2506,app store,27
au.com.webartisan.XRayFX,Amazing X-Ray FX 虏 PRO,"鈻  Over 7,000,000 downloads & 48,000+ five star ratings Worldwide... see what all the fuss is about today! 

Get amazing X-Ray vision & look through clothes, skin & bone!

X-Ray scan your entire body using just your iPhone, iPod touch or iPad!  

You control the X-Ray scanning in real-time. Be amazed as you X-Ray vision your SKULL, CHEST, PELVIS, HANDS, KNEES & even FEET in full HD.  Even use the light on your iPhone to X-Ray! 

Be blown away by what you and your friends never thought possible...

鈻 REVIEWS: 
鈹鈹鈹鈹鈹鈹鈹 
鉁 48000+ five star ratings Worldwide!!!

鈽呪槄鈽呪槄鈽 鈥淢y friends love this app!鈥 KurtWM
鈽呪槄鈽呪槄鈽 鈥淟OL this is great鈥 redguy8
鈽呪槄鈽呪槄鈽 鈥淏UY!!鈥 lemonjello25
鈽呪槄鈽呪槄鈽 鈥淎wesome鈥 T酶mmy鈽
鈽呪槄鈽呪槄鈽 鈥淎mazing amazing AMAZING鈥 Megaspa
鈽呪槄鈽呪槄鈽 鈥淲ow!鈥 patsk8dude
鈽呪槄鈽呪槄鈽 鈥淢ega. A+++++++鈥 telecaster0088
鈽呪槄鈽呪槄鈽 鈥淎wesomeness!!!鈥 Kay-o-lee
鈽呪槄鈽呪槄鈽 鈥淢ust buy鈥 Bogus assassin
鈽呪槄鈽呪槄鈽 鈥淏rilliant App - Well done鈥 Mcyk
鈽呪槄鈽呪槄鈽 鈥淗ilarious鈥 JoeGoe
鈽呪槄鈽呪槄鈽 鈥淒as beste x ray鈥 Reni 08
鈽呪槄鈽呪槄鈽 鈥淲hat a hoot!鈥 Disgruntal
鈽呪槄鈽呪槄鈽 鈥淜ool鈥 Edmungel
鈽呪槄鈽呪槄鈽 鈥淪uper !鈥 Kreisau
鈽呪槄鈽呪槄鈽 鈥淰ery very nice鈥 Raedhassan
鈽呪槄鈽呪槄鈽 鈥淔antastic鈥 supermarioex
鈽呪槄鈽呪槄鈽 鈥淐ool and fun Ap!鈥 Waterford Ken
鈽呪槄鈽呪槄鈽 鈥淕reat鈥 Rollercoasterlover
鈽呪槄鈽呪槄鈽 鈥淚t's good for the price鈥 Dr.yes 
鈽呪槄鈽呪槄鈽 鈥淕reat get it鈥 Jed2009 
鈽呪槄鈽呪槄鈽 鈥淐ool Fun鈥 Arevalo21
鈽呪槄鈽呪槄鈽 鈥淎mazing鈥 Poop13
鈽呪槄鈽呪槄鈽 鈥淏rilliant鈥 Ollie r
鈽呪槄鈽呪槄鈽 鈥淲orth the money鈥 Seanm57

HD on Retina supported + Light X-Ray on camera light equipped devices.","[""Lifestyle"",""Simulation"",""Games"",""Family""]",Lifestyle,4+,13899040,10,18/12/2008,2.9,0.99,IGRASS PTY LTD,2,15735,app store,22
